"","fullname","family","order","full_clements","IOC_seq","family_clements","order_clements"
"3293","Priotelus temnurus temnurus","Trogonidae","Trogoniformes","Priotelus temnurus temnurus",9836,"Trogonidae","TROGONIFORMES"
"3294","Apaloderma narina brachyurum","Trogonidae","Trogoniformes","Apaloderma narina brachyurum",9929,"Trogonidae","TROGONIFORMES"
"3295","Apaloderma narina narina","Trogonidae","Trogoniformes","Apaloderma narina narina",9930,"Trogonidae","TROGONIFORMES"
"3296","Iodopleura isabellae NA","Cotingidae","Passeriformes","Iodopleura isabellae NA",18506,"Tityridae","PASSERIFORMES"
"3297","Acanthiza chrysorrhoa NA","Muscicapidae","Passeriformes","Acanthiza chrysorrhoa NA",19704,"Acanthizidae","PASSERIFORMES"
"3298","Acanthiza nana NA","Muscicapidae","Passeriformes","Acanthiza nana NA",19714,"Acanthizidae","PASSERIFORMES"
"3299","Acanthiza pusilla NA","Muscicapidae","Passeriformes","Acanthiza pusilla NA",19670,"Acanthizidae","PASSERIFORMES"
"3300","Acanthiza reguloides NA","Muscicapidae","Passeriformes","Acanthiza reguloides NA",19692,"Acanthizidae","PASSERIFORMES"
"3301","Acanthiza uropygialis NA","Muscicapidae","Passeriformes","Acanthiza uropygialis NA",19689,"Acanthizidae","PASSERIFORMES"
"3302","Garrulax formosus NA","Muscicapidae","Passeriformes","Trochalopteron formosum NA",28125,"Leiothrichidae","PASSERIFORMES"
"3303","Garrulax strepitans NA","Muscicapidae","Passeriformes","Garrulax strepitans NA",28410,"Leiothrichidae","PASSERIFORMES"
"3304","Pygoscelis papua NA","Spheniscidae","Sphenisciformes","Pygoscelis papua NA",7296,"Spheniscidae","SPHENISCIFORMES"
"3305","Treron calva wakefieldii","Columbidae","Columbiformes","Treron calvus wakefieldii",5239,"Columbidae","COLUMBIFORMES"
"3306","Cochlearius cochlearius NA","Ardeidae","Ciconiiformes","Cochlearius cochlearius NA",7867,"Ardeidae","PELECANIFORMES"
"3307","Phoeniculus purpureus NA","Phoeniculidae","Coraciiformes","Phoeniculus purpureus NA",10003,"Phoeniculidae","BUCEROTIFORMES"
"3308","Gallicolumba rufigula rufigula","Columbidae","Columbiformes","Gallicolumba rufigula rufigula",5067,"Columbidae","COLUMBIFORMES"
"3309","Phasianus colchicus bianchii","Phasianidae","Galliformes","Phasianus colchicus bianchii",1321,"Phasianidae","GALLIFORMES"
"3310","Aegithalos caudatus NA","Aegithalidae","Passeriformes","Aegithalos caudatus NA",25405,"Aegithalidae","PASSERIFORMES"
"3311","Alauda arvensis NA","Alaudidae","Passeriformes","Alauda arvensis NA",24093,"Alaudidae","PASSERIFORMES"
"3312","Arachnothera longirostra NA","Nectariniidae","Passeriformes","Arachnothera longirostra NA",32440,"Nectariniidae","PASSERIFORMES"
"3313","Sitta canadensis NA","Sittidae","Passeriformes","Sitta canadensis NA",29264,"Sittidae","PASSERIFORMES"
"3314","Hypergerus atriceps NA","Muscicapidae","Passeriformes","Hypergerus atriceps NA",26648,"Cisticolidae","PASSERIFORMES"
"3315","Eurypyga helias NA","Eurypygidae","Gruiformes","Eurypyga helias NA",7262,"Eurypygidae","EURYPYGIFORMES"
"3316","Chamaea fasciata NA","Muscicapidae","Passeriformes","Chamaea fasciata NA",26996,"Sylviidae","PASSERIFORMES"
"3317","Cracticus torquatus NA","Cracticidae","Passeriformes","Cracticus torquatus NA",20351,"Artamidae","PASSERIFORMES"
"3318","Fratercula corniculata NA","Alcidae","Charadriiformes","Fratercula corniculata NA",7259,"Alcidae","CHARADRIIFORMES"
"3319","Garrulax chinensis chinensis","Muscicapidae","Passeriformes","Pterorhinus chinensis chinensis",28470,"Leiothrichidae","PASSERIFORMES"
"3320","Gallicolumba jobiensis jobiensis","Columbidae","Columbiformes","Alopecoenas jobiensis jobiensis",5085,"Columbidae","COLUMBIFORMES"
"3321","Pionites leucogaster NA","Psittacidae","Psittaciformes","Pionites leucogaster NA",13316,"Psittacidae","PSITTACIFORMES"
"3322","Cyanoramphus novaezelandiae novaezelandiae","Psittacidae","Psittaciformes","Cyanoramphus novaezelandiae novaezelandiae",13860,"Psittaculidae","PSITTACIFORMES"
"3323","Chloropsis sonnerati NA","Irenidae","Passeriformes","Chloropsis sonnerati NA",31704,"Chloropseidae","PASSERIFORMES"
"3324","Platalea alba NA","Threskiornithidae","Ciconiiformes","Platalea alba NA",7851,"Threskiornithidae","PELECANIFORMES"
"3325","Oceanodroma homochroa NA","Hydrobatidae","Procellariiformes","Hydrobates homochroa NA",7413,"Hydrobatidae","PROCELLARIIFORMES"
"3326","Anas acuta NA","Anatidae","Anseriformes","Anas acuta NA",442,"Anatidae","ANSERIFORMES"
"3327","Procellaria aequinoctialis NA","Procellariidae","Procellariiformes","Procellaria aequinoctialis NA",7530,"Procellariidae","PROCELLARIIFORMES"
"3328","Pagodroma nivea NA","Procellariidae","Procellariiformes","Pagodroma nivea NA",7438,"Procellariidae","PROCELLARIIFORMES"
"3329","Pachyptila vittata NA","Procellariidae","Procellariiformes","Pachyptila vittata NA",7442,"Procellariidae","PROCELLARIIFORMES"
"3330","Pachyptila vittata vittata","Procellariidae","Procellariiformes","Pachyptila vittata NA",7443,"Procellariidae","PROCELLARIIFORMES"
"3331","Melanitta perspicillata NA","Anatidae","Anseriformes","Melanitta perspicillata NA",509,"Anatidae","ANSERIFORMES"
"3332","Ptilinopus ornatus ornatus","Columbidae","Columbiformes","Ptilinopus ornatus ornatus",5333,"Columbidae","COLUMBIFORMES"
"3333","Cochlearius cochlearius ridgwayi","Ardeidae","Ciconiiformes","Cochlearius cochlearius ridgwayi",7870,"Ardeidae","PELECANIFORMES"
"3334","Vultur gryphus NA","Cathartidae","Falconiformes","Vultur gryphus NA",8087,"Cathartidae","ACCIPITRIFORMES"
"3335","Vermivora ruficapilla ridgwayi","Parulidae","Passeriformes","Leiothlypis ruficapilla ridgwayi",35809,"Parulidae","PASSERIFORMES"
"3336","Ceryle alcyon caurina","Alcedinidae","Coraciiformes","Megaceryle alcyon NA",10721,"Alcedinidae","CORACIIFORMES"
"3337","Fulmarus glacialis auduboni","Procellariidae","Procellariiformes","Fulmarus glacialis auduboni",7430,"Procellariidae","PROCELLARIIFORMES"
"3338","Daption capense NA","Procellariidae","Procellariiformes","Daption capense NA",7435,"Procellariidae","PROCELLARIIFORMES"
"3339","Calonectris diomedea NA","Procellariidae","Procellariiformes","Calonectris diomedea NA",7538,"Procellariidae","PROCELLARIIFORMES"
"3340","Callocephalon fimbriatum NA","Cacatuidae","Psittaciformes","Callocephalon fimbriatum NA",12995,"Cacatuidae","PSITTACIFORMES"
"3341","Probosciger aterrimus intermedius","Cacatuidae","Psittaciformes","Probosciger aterrimus aterrimus",12993,"Cacatuidae","PSITTACIFORMES"
"3342","Probosciger aterrimus NA","Cacatuidae","Psittaciformes","Probosciger aterrimus NA",12988,"Cacatuidae","PSITTACIFORMES"
"3343","Calyptorhynchus magnificus NA","Cacatuidae","Psittaciformes","Calyptorhynchus banksii NA",12971,"Cacatuidae","PSITTACIFORMES"
"3344","Calyptorhynchus magnificus macrorhynchus","Cacatuidae","Psittaciformes","Calyptorhynchus banksii banksii",12977,"Cacatuidae","PSITTACIFORMES"
"3345","Pseudeos fuscata NA","Loriidae","Psittaciformes","Pseudeos fuscata NA",13966,"Psittaculidae","PSITTACIFORMES"
"3346","Eos bornea NA","Loriidae","Psittaciformes","Eos bornea NA",14000,"Psittaculidae","PSITTACIFORMES"
"3347","Eos squamata squamata","Loriidae","Psittaciformes","Eos squamata squamata",14015,"Psittaculidae","PSITTACIFORMES"
"3348","Charmosyna josefinae NA","Loriidae","Psittaciformes","Charmosyna josefinae NA",13909,"Psittaculidae","PSITTACIFORMES"
"3349","Charmosyna papou NA","Loriidae","Psittaciformes","Charmosyna papou NA",13913,"Psittaculidae","PSITTACIFORMES"
"3350","Charmosyna papou goliathina","Loriidae","Psittaciformes","Charmosyna papou goliathina",13916,"Psittaculidae","PSITTACIFORMES"
"3351","Charmosyna placentis pallidior","Loriidae","Psittaciformes","Hypocharmosyna placentis pallidior",13901,"Psittaculidae","PSITTACIFORMES"
"3352","Charmosyna placentis NA","Loriidae","Psittaciformes","Hypocharmosyna placentis NA",13897,"Psittaculidae","PSITTACIFORMES"
"3353","Charmosyna pulchella rothschildi","Loriidae","Psittaciformes","Charmosynopsis pulchella rothschildi",13907,"Psittaculidae","PSITTACIFORMES"
"3354","Charmosyna rubrigularis rubrigularis","Loriidae","Psittaciformes","Vini rubrigularis NA",13922,"Psittaculidae","PSITTACIFORMES"
"3355","Charmosyna rubronotata NA","Loriidae","Psittaciformes","Hypocharmosyna rubronotata NA",13894,"Psittaculidae","PSITTACIFORMES"
"3356","Chalcopsitta atra atra","Loriidae","Psittaciformes","Chalcopsitta atra atra",13976,"Psittaculidae","PSITTACIFORMES"
"3357","Chalcopsitta atra NA","Loriidae","Psittaciformes","Chalcopsitta atra NA",13974,"Psittaculidae","PSITTACIFORMES"
"3358","Chalcopsitta duivenbodei NA","Loriidae","Psittaciformes","Chalcopsitta duivenbodei NA",13970,"Psittaculidae","PSITTACIFORMES"
"3359","Chalcopsitta sintillata sintillata","Loriidae","Psittaciformes","Chalcopsitta scintillata scintillata",13982,"Psittaculidae","PSITTACIFORMES"
"3360","Prioniturus discurus NA","Psittacidae","Psittaciformes","Prioniturus discurus NA",13621,"Psittaculidae","PSITTACIFORMES"
"3361","Prioniturus discurus platenae","Psittacidae","Psittaciformes","Prioniturus platenae NA",13612,"Psittaculidae","PSITTACIFORMES"
"3362","Poicephalus cryptoxanthus cryptoxanthus","Psittacidae","Psittaciformes","Poicephalus cryptoxanthus cryptoxanthus",13081,"Psittacidae","PSITTACIFORMES"
"3363","Poicephalus gulielmi fantiensis","Psittacidae","Psittaciformes","Poicephalus gulielmi fantiensis",13052,"Psittacidae","PSITTACIFORMES"
"3364","Poicephalus gulielmi NA","Psittacidae","Psittaciformes","Poicephalus gulielmi NA",13051,"Psittacidae","PSITTACIFORMES"
"3365","Poicephalus gulielmi massaicus","Psittacidae","Psittaciformes","Poicephalus gulielmi massaicus",13055,"Psittacidae","PSITTACIFORMES"
"3366","Poicephalus meyeri damarensis","Psittacidae","Psittaciformes","Poicephalus meyeri damarensis",13073,"Psittacidae","PSITTACIFORMES"
"3367","Poicephalus meyeri saturatus","Psittacidae","Psittaciformes","Poicephalus meyeri saturatus",13069,"Psittacidae","PSITTACIFORMES"
"3368","Poicephalus meyeri NA","Psittacidae","Psittaciformes","Poicephalus meyeri NA",13066,"Psittacidae","PSITTACIFORMES"
"3369","Poicephalus robustus suahelicus","Psittacidae","Psittaciformes","Poicephalus fuscicollis suahelicus",13062,"Psittacidae","PSITTACIFORMES"
"3370","Poicephalus senegalus versteri","Psittacidae","Psittaciformes","Poicephalus senegalus versteri",13087,"Psittacidae","PSITTACIFORMES"
"3371","Poicephalus senegalus NA","Psittacidae","Psittaciformes","Poicephalus senegalus NA",13084,"Psittacidae","PSITTACIFORMES"
"3372","Pionopsitta haematotis coccinicollaris","Psittacidae","Psittaciformes","Pyrilia haematotis coccinicollaris",13154,"Psittacidae","PSITTACIFORMES"
"3373","Pionopsitta haematotis haematotis","Psittacidae","Psittaciformes","Pyrilia haematotis haematotis",13153,"Psittacidae","PSITTACIFORMES"
"3374","Pionus senilis decoloratus","Psittacidae","Psittaciformes","Pionus senilis NA",13197,"Psittacidae","PSITTACIFORMES"
"3375","Pionus chalcopterus NA","Psittacidae","Psittaciformes","Pionus chalcopterus NA",13198,"Psittacidae","PSITTACIFORMES"
"3376","Pionus maximiliani siy","Psittacidae","Psittaciformes","Pionus maximiliani siy",13183,"Psittacidae","PSITTACIFORMES"
"3377","Pionus maximiliani maximiliani","Psittacidae","Psittaciformes","Pionus maximiliani maximiliani",13182,"Psittacidae","PSITTACIFORMES"
"3378","Pionus maximiliani NA","Psittacidae","Psittaciformes","Pionus maximiliani NA",13181,"Psittacidae","PSITTACIFORMES"
"3379","Pionites melanocephala melanocephala","Psittacidae","Psittaciformes","Pionites melanocephalus melanocephalus",13314,"Psittacidae","PSITTACIFORMES"
"3380","Pionites melanocephala pallida","Psittacidae","Psittaciformes","Pionites melanocephalus pallidus",13315,"Psittacidae","PSITTACIFORMES"
"3381","Pionites melanocephala NA","Psittacidae","Psittaciformes","Pionites melanocephalus NA",13313,"Psittacidae","PSITTACIFORMES"
"3382","Pionites leucogaster leucogaster","Psittacidae","Psittaciformes","Pionites leucogaster leucogaster",13321,"Psittacidae","PSITTACIFORMES"
"3383","Nestor meridionalis septentrionalis","Psittacidae","Psittaciformes","Nestor meridionalis septentrionalis",12967,"Strigopidae","PSITTACIFORMES"
"3384","Neophema elegans carteri","Psittacidae","Psittaciformes","Neophema elegans carteri",13879,"Psittaculidae","PSITTACIFORMES"
"3385","Neophema elegans NA","Psittacidae","Psittaciformes","Neophema elegans NA",13877,"Psittaculidae","PSITTACIFORMES"
"3386","Prosopeia tabuensis koroensis","Psittacidae","Psittaciformes","Prosopeia tabuensis tabuensis",13838,"Psittaculidae","PSITTACIFORMES"
"3387","Prosopeia tabuensis splendens","Psittacidae","Psittaciformes","Prosopeia splendens NA",13832,"Psittaculidae","PSITTACIFORMES"
"3388","Psephotus chrysopterygius dissimilis","Psittacidae","Psittaciformes","Psephotus dissimilis NA",13787,"Psittaculidae","PSITTACIFORMES"
"3389","Psephotus chrysopterygius NA","Psittacidae","Psittaciformes","Psephotus chrysopterygius NA",13789,"Psittaculidae","PSITTACIFORMES"
"3390","Psephotus varius NA","Psittacidae","Psittaciformes","Psephotus varius NA",13783,"Psittaculidae","PSITTACIFORMES"
"3391","Psittacula krameri NA","Psittacidae","Psittaciformes","Psittacula krameri NA",13740,"Psittaculidae","PSITTACIFORMES"
"3392","Psittacula krameri centralis","Psittacidae","Psittaciformes","Psittacula krameri krameri",13742,"Psittaculidae","PSITTACIFORMES"
"3393","Psittacula krameri borealis","Psittacidae","Psittaciformes","Psittacula krameri borealis",13744,"Psittaculidae","PSITTACIFORMES"
"3394","Psittacula krameri manillensis","Psittacidae","Psittaciformes","Psittacula krameri manillensis",13746,"Psittaculidae","PSITTACIFORMES"
"3395","Psittacula krameri krameri","Psittacidae","Psittaciformes","Psittacula krameri krameri",13741,"Psittaculidae","PSITTACIFORMES"
"3396","Psittacula alexandri fasciata","Psittacidae","Psittaciformes","Psittacula alexandri fasciata",13715,"Psittaculidae","PSITTACIFORMES"
"3397","Psittacula alexandri NA","Psittacidae","Psittaciformes","Psittacula alexandri NA",13713,"Psittaculidae","PSITTACIFORMES"
"3398","Psittacula eupatria magnirostris","Psittacidae","Psittaciformes","Psittacula eupatria magnirostris",13735,"Psittaculidae","PSITTACIFORMES"
"3399","Psittacula eupatria nipalensis","Psittacidae","Psittaciformes","Psittacula eupatria nipalensis",13733,"Psittaculidae","PSITTACIFORMES"
"3400","Psittacula eupatria NA","Psittacidae","Psittaciformes","Psittacula eupatria NA",13732,"Psittaculidae","PSITTACIFORMES"
"3401","Psittacula himalayana finschii","Psittacidae","Psittaciformes","Psittacula finschii NA",13702,"Psittaculidae","PSITTACIFORMES"
"3402","Psittacula himalayana himalayana","Psittacidae","Psittaciformes","Psittacula himalayana NA",13706,"Psittaculidae","PSITTACIFORMES"
"3403","Psittacula longicauda longicauda","Psittacidae","Psittaciformes","Psittacula longicauda longicauda",13728,"Psittaculidae","PSITTACIFORMES"
"3404","Psittacula longicauda NA","Psittacidae","Psittaciformes","Psittacula longicauda NA",13724,"Psittaculidae","PSITTACIFORMES"
"3405","Psittaculirostris desmarestii desmarestii","Psittacidae","Psittaciformes","Psittaculirostris desmarestii desmarestii",14055,"Psittaculidae","PSITTACIFORMES"
"3406","Psittaculirostris desmarestii NA","Psittacidae","Psittaciformes","Psittaculirostris desmarestii NA",14052,"Psittaculidae","PSITTACIFORMES"
"3407","Psittacus erithacus timneh","Psittacidae","Psittaciformes","Psittacus erithacus timneh",13049,"Psittacidae","PSITTACIFORMES"
"3408","Psittacus erithacus erithacus","Psittacidae","Psittaciformes","Psittacus erithacus erithacus",13047,"Psittacidae","PSITTACIFORMES"
"3409","Psittacus erithacus NA","Psittacidae","Psittaciformes","Psittacus erithacus NA",13046,"Psittacidae","PSITTACIFORMES"
"3410","Psittinus cyanurus NA","Psittacidae","Psittaciformes","Psittinus cyanurus NA",13669,"Psittaculidae","PSITTACIFORMES"
"3411","Tanygnathus lucionensis NA","Psittacidae","Psittaciformes","Tanygnathus lucionensis NA",13683,"Psittaculidae","PSITTACIFORMES"
"3412","Tanygnathus megalorynchos NA","Psittacidae","Psittaciformes","Tanygnathus megalorynchos NA",13674,"Psittaculidae","PSITTACIFORMES"
"3413","Touit dilectissima dilectissima","Psittacidae","Psittaciformes","Touit dilectissimus NA",13097,"Psittacidae","PSITTACIFORMES"
"3414","Myiopsitta monachus NA","Psittacidae","Psittaciformes","Myiopsitta monachus NA",13119,"Psittacidae","PSITTACIFORMES"
"3415","Accipiter striatus velox","Accipitridae","Falconiformes","Accipiter striatus velox",8553,"Accipitridae","ACCIPITRIFORMES"
"3416","Myiopsitta monachus cotorra","Psittacidae","Psittaciformes","Myiopsitta monachus cotorra",13120,"Psittacidae","PSITTACIFORMES"
"3417","Pyrrhura hoffmanni gaudens","Psittacidae","Psittaciformes","Pyrrhura hoffmanni gaudens",13403,"Psittacidae","PSITTACIFORMES"
"3418","Pyrrhura picta amazonum","Psittacidae","Psittaciformes","Pyrrhura amazonum amazonum",13364,"Psittacidae","PSITTACIFORMES"
"3419","Pyrrhura picta lucianii","Psittacidae","Psittaciformes","Pyrrhura lucianii NA",13369,"Psittacidae","PSITTACIFORMES"
"3420","Pyrrhura cruentata NA","Psittacidae","Psittaciformes","Pyrrhura cruentata NA",13325,"Psittacidae","PSITTACIFORMES"
"3421","Pyrrhura frontalis chiripepe","Psittacidae","Psittaciformes","Pyrrhura frontalis chiripepe",13330,"Psittacidae","PSITTACIFORMES"
"3422","Pyrrhura frontalis frontalis","Psittacidae","Psittaciformes","Pyrrhura frontalis frontalis",13328,"Psittacidae","PSITTACIFORMES"
"3423","Pyrrhura frontalis kriegi","Psittacidae","Psittaciformes","Pyrrhura frontalis frontalis",13329,"Psittacidae","PSITTACIFORMES"
"3424","Pyrrhura frontalis NA","Psittacidae","Psittaciformes","Pyrrhura frontalis NA",13327,"Psittacidae","PSITTACIFORMES"
"3425","Pyrrhura leucotis NA","Psittacidae","Psittaciformes","Pyrrhura leucotis NA",13349,"Psittacidae","PSITTACIFORMES"
"3426","Pyrrhura leucotis leucotis","Psittacidae","Psittaciformes","Pyrrhura leucotis NA",13350,"Psittacidae","PSITTACIFORMES"
"3427","Cyanoramphus auriceps NA","Psittacidae","Psittaciformes","Cyanoramphus auriceps NA",13856,"Psittaculidae","PSITTACIFORMES"
"3428","Cyanoramphus novaezelandiae NA","Psittacidae","Psittaciformes","Cyanoramphus novaezelandiae NA",13858,"Psittaculidae","PSITTACIFORMES"
"3429","Agapornis cana ablectanea","Psittacidae","Psittaciformes","Agapornis canus ablectaneus",14138,"Psittaculidae","PSITTACIFORMES"
"3430","Agapornis cana cana","Psittacidae","Psittaciformes","Agapornis canus canus",14137,"Psittaculidae","PSITTACIFORMES"
"3431","Agapornis pullaria pullaria","Psittacidae","Psittaciformes","Agapornis pullarius pullarius",14140,"Psittaculidae","PSITTACIFORMES"
"3432","Agapornis pullaria NA","Psittacidae","Psittaciformes","Agapornis pullarius NA",14139,"Psittaculidae","PSITTACIFORMES"
"3433","Agapornis pullaria ugandae","Psittacidae","Psittaciformes","Agapornis pullarius ugandae",14141,"Psittaculidae","PSITTACIFORMES"
"3434","Agapornis swinderniana emini","Psittacidae","Psittaciformes","Agapornis swindernianus emini",14148,"Psittaculidae","PSITTACIFORMES"
