"","fullname","sciname","subspecies","genus","species","family","order"
"1032","Phyllastrephus fischeri sucosus","Phyllastrephus fischeri","sucosus","Phyllastrephus","fischeri","Pycnonotidae","Passeriformes"
"1033","Phyllastrephus flavostriatus tenuirostris","Phyllastrephus flavostriatus","tenuirostris","Phyllastrephus","flavostriatus","Pycnonotidae","Passeriformes"
"1034","Phyllastrephus flavostriatus flavostriatus","Phyllastrephus flavostriatus","flavostriatus","Phyllastrephus","flavostriatus","Pycnonotidae","Passeriformes"
"1035","Phyllastrephus flavostriatus olivaceogriseus","Phyllastrephus flavostriatus","olivaceogriseus","Phyllastrephus","flavostriatus","Pycnonotidae","Passeriformes"
"1036","Phyllastrephus icterinus tricolor","Phyllastrephus icterinus","tricolor","Phyllastrephus","icterinus","Pycnonotidae","Passeriformes"
"1037","Phyllastrephus scandens orientalis","Phyllastrephus scandens","orientalis","Phyllastrephus","scandens","Pycnonotidae","Passeriformes"
"1038","Phyllastrephus scandens scandens","Phyllastrephus scandens","scandens","Phyllastrephus","scandens","Pycnonotidae","Passeriformes"
"1039","Phyllastrephus terrestris intermedius","Phyllastrephus terrestris","intermedius","Phyllastrephus","terrestris","Pycnonotidae","Passeriformes"
"1040","Phyllastrephus terrestris suahelicus","Phyllastrephus terrestris","suahelicus","Phyllastrephus","terrestris","Pycnonotidae","Passeriformes"
"1041","Phyllastrephus xavieri xavieri","Phyllastrephus xavieri","xavieri","Phyllastrephus","xavieri","Pycnonotidae","Passeriformes"
"1042","Pycnonotus ansorgei kavirondensis","Pycnonotus ansorgei","kavirondensis","Pycnonotus","ansorgei","Pycnonotidae","Passeriformes"
"1043","Pycnonotus curvirostris curvirostris","Pycnonotus curvirostris","curvirostris","Pycnonotus","curvirostris","Pycnonotidae","Passeriformes"
"1044","Pycnonotus gracilirostris chagwensis","Pycnonotus gracilirostris","chagwensis","Pycnonotus","gracilirostris","Pycnonotidae","Passeriformes"
"1045","Pycnonotus gracilirostris congensis","Pycnonotus gracilirostris","congensis","Pycnonotus","gracilirostris","Pycnonotidae","Passeriformes"
"1046","Pycnonotus gracilis ugandae","Pycnonotus gracilis","ugandae","Pycnonotus","gracilis","Pycnonotidae","Passeriformes"
"1047","Pycnonotus importunus subalaris","Pycnonotus importunus","subalaris","Pycnonotus","importunus","Pycnonotidae","Passeriformes"
"1048","Pycnonotus importunus fricki","Pycnonotus importunus","fricki","Pycnonotus","importunus","Pycnonotidae","Passeriformes"
"1049","Pycnonotus importunus hypoxanthus","Pycnonotus importunus","hypoxanthus","Pycnonotus","importunus","Pycnonotidae","Passeriformes"
"1050","Pycnonotus importunus importunus","Pycnonotus importunus","importunus","Pycnonotus","importunus","Pycnonotidae","Passeriformes"
"1051","Pycnonotus latirostris eugenius","Pycnonotus latirostris","eugenius","Pycnonotus","latirostris","Pycnonotidae","Passeriformes"
"1052","Pycnonotus latirostris saturatus","Pycnonotus latirostris","saturatus","Pycnonotus","latirostris","Pycnonotidae","Passeriformes"
"1053","Pycnonotus masukuensis kakamegae","Pycnonotus masukuensis","kakamegae","Pycnonotus","masukuensis","Pycnonotidae","Passeriformes"
"1054","Pycnonotus milanjensis milanjensis","Pycnonotus milanjensis","milanjensis","Pycnonotus","milanjensis","Pycnonotidae","Passeriformes"
"1055","Pycnonotus sp ssp","Pycnonotus sp","ssp","Pycnonotus","sp","Pycnonotidae","Passeriformes"
"1056","Pycnonotus tephrolaemus kikuyuensis","Pycnonotus tephrolaemus","kikuyuensis","Pycnonotus","tephrolaemus","Pycnonotidae","Passeriformes"
"1057","Pycnonotus virens virens","Pycnonotus virens","virens","Pycnonotus","virens","Pycnonotidae","Passeriformes"
"1058","Pycnonotus virens marwitzi","Pycnonotus virens","marwitzi","Pycnonotus","virens","Pycnonotidae","Passeriformes"
"1059","Pycnonotus virens holochlorus","Pycnonotus virens","holochlorus","Pycnonotus","virens","Pycnonotidae","Passeriformes"
"1060","Pycnonotus virens erythropterus","Pycnonotus virens","erythropterus","Pycnonotus","virens","Pycnonotidae","Passeriformes"
"1061","Pycnonotus cafer humayuni","Pycnonotus cafer","humayuni","Pycnonotus","cafer","Pycnonotidae","Passeriformes"
"1062","Pycnonotus cafer pusillus","Pycnonotus cafer","pusillus","Pycnonotus","cafer","Pycnonotidae","Passeriformes"
"1063","Pycnonotus cafer ssp","Pycnonotus cafer","ssp","Pycnonotus","cafer","Pycnonotidae","Passeriformes"
"1064","Pycnonotus cafer stanfordi","Pycnonotus cafer","stanfordi","Pycnonotus","cafer","Pycnonotidae","Passeriformes"
"1065","Pycnonotus jocosus ssp","Pycnonotus jocosus","ssp","Pycnonotus","jocosus","Pycnonotidae","Passeriformes"
"1066","Pycnonotus jocosus pyrrhotis","Pycnonotus jocosus","pyrrhotis","Pycnonotus","jocosus","Pycnonotidae","Passeriformes"
"1067","Pycnonotus jocosus jocosus","Pycnonotus jocosus","jocosus","Pycnonotus","jocosus","Pycnonotidae","Passeriformes"
"1068","Pycnonotus jocosus monticola","Pycnonotus jocosus","monticola","Pycnonotus","jocosus","Pycnonotidae","Passeriformes"
"1069","Pycnonotus barbatus inornatus","Pycnonotus barbatus","inornatus","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1070","Pycnonotus barbatus tricolor","Pycnonotus barbatus","tricolor","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1071","Pycnonotus barbatus tenebrior","Pycnonotus barbatus","tenebrior","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1072","Pycnonotus barbatus nigeriae","Pycnonotus barbatus","nigeriae","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1073","Pycnonotus barbatus layardi","Pycnonotus barbatus","layardi","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1074","Pycnonotus barbatus goodi","Pycnonotus barbatus","goodi","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1075","Pycnonotus barbatus fayi","Pycnonotus barbatus","fayi","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1076","Pycnonotus barbatus dodsoni","Pycnonotus barbatus","dodsoni","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1077","Pycnonotus barbatus micrus","Pycnonotus barbatus","micrus","Pycnonotus","barbatus","Pycnonotidae","Passeriformes"
"1078","Pycnonotus finlaysoni ssp","Pycnonotus finlaysoni","ssp","Pycnonotus","finlaysoni","Pycnonotidae","Passeriformes"
"1079","Pycnonotus goiavier ssp","Pycnonotus goiavier","ssp","Pycnonotus","goiavier","Pycnonotidae","Passeriformes"
"1080","Pycnonotus leucogenys leucotis","Pycnonotus leucogenys","leucotis","Pycnonotus","leucogenys","Pycnonotidae","Passeriformes"
"1081","Pycnonotus melanicterus vantynei","Pycnonotus melanicterus","vantynei","Pycnonotus","melanicterus","Pycnonotidae","Passeriformes"
"1082","Pycnonotus melanicterus johnsoni","Pycnonotus melanicterus","johnsoni","Pycnonotus","melanicterus","Pycnonotidae","Passeriformes"
"1083","Pycnonotus melanicterus dispar","Pycnonotus melanicterus","dispar","Pycnonotus","melanicterus","Pycnonotidae","Passeriformes"
"1084","Pycnonotus sinensis hainanus","Pycnonotus sinensis","hainanus","Pycnonotus","sinensis","Pycnonotidae","Passeriformes"
"1085","Pycnonotus urostictus urostictus","Pycnonotus urostictus","urostictus","Pycnonotus","urostictus","Pycnonotidae","Passeriformes"
"1086","Ixonotus guttatus bugoma","Ixonotus guttatus","bugoma","Ixonotus","guttatus","Pycnonotidae","Passeriformes"
"1087","Criniger flaveolus flaveolus","Criniger flaveolus","flaveolus","Criniger","flaveolus","Pycnonotidae","Passeriformes"
"1088","Criniger pallidus henrici","Criniger pallidus","henrici","Criniger","pallidus","Pycnonotidae","Passeriformes"
"1089","Criniger barbatus weileri","Criniger barbatus","weileri","Criniger","barbatus","Pycnonotidae","Passeriformes"
"1090","Criniger calurus emini","Criniger calurus","emini","Criniger","calurus","Pycnonotidae","Passeriformes"
"1091","Chlorocichla flavicollis flavicollis","Chlorocichla flavicollis","flavicollis","Chlorocichla","flavicollis","Pycnonotidae","Passeriformes"
"1092","Chlorocichla flavicollis pallidigula","Chlorocichla flavicollis","pallidigula","Chlorocichla","flavicollis","Pycnonotidae","Passeriformes"
"1093","Chlorocichla flaviventris occidentalis","Chlorocichla flaviventris","occidentalis","Chlorocichla","flaviventris","Pycnonotidae","Passeriformes"
"1094","Chlorocichla flaviventris ssp","Chlorocichla flaviventris","ssp","Chlorocichla","flaviventris","Pycnonotidae","Passeriformes"
"1095","Chlorocichla flaviventris centralis","Chlorocichla flaviventris","centralis","Chlorocichla","flaviventris","Pycnonotidae","Passeriformes"
"1096","Chlorocichla laetissima laetissima","Chlorocichla laetissima","laetissima","Chlorocichla","laetissima","Pycnonotidae","Passeriformes"
"1097","Bleda eximia ugandae","Bleda eximia","ugandae","Bleda","eximia","Pycnonotidae","Passeriformes"
"1098","Bleda syndactyla woosnami","Bleda syndactyla","woosnami","Bleda","syndactyla","Pycnonotidae","Passeriformes"
"1099","Baeopogon indicator indicator","Baeopogon indicator","indicator","Baeopogon","indicator","Pycnonotidae","Passeriformes"
"1100","Hypsipetes flavala bourdellei","Hypsipetes flavala","bourdellei","Hypsipetes","flavala","Pycnonotidae","Passeriformes"
"1101","Hypsipetes propinquus propinquus","Hypsipetes propinquus","propinquus","Hypsipetes","propinquus","Pycnonotidae","Passeriformes"
"1102","Hypsipetes amaurotis amaurotis","Hypsipetes amaurotis","amaurotis","Hypsipetes","amaurotis","Pycnonotidae","Passeriformes"
"1103","Hypsipetes madagascariensis madagascariensis","Hypsipetes madagascariensis","madagascariensis","Hypsipetes","madagascariensis","Pycnonotidae","Passeriformes"
"1104","Hypsipetes philippinus philippinus","Hypsipetes philippinus","philippinus","Hypsipetes","philippinus","Pycnonotidae","Passeriformes"
"1105","Spizixos semitorques ssp","Spizixos semitorques","ssp","Spizixos","semitorques","Pycnonotidae","Passeriformes"
"1106","Spizixos semitorques semitorques","Spizixos semitorques","semitorques","Spizixos","semitorques","Pycnonotidae","Passeriformes"
"1107","Ailuroedus buccoides buccoides","Ailuroedus buccoides","buccoides","Ailuroedus","buccoides","Ptilonorhynchidae","Passeriformes"
"1108","Ailuroedus buccoides ssp","Ailuroedus buccoides","ssp","Ailuroedus","buccoides","Ptilonorhynchidae","Passeriformes"
"1109","Ailuroedus melanotis ssp","Ailuroedus melanotis","ssp","Ailuroedus","melanotis","Ptilonorhynchidae","Passeriformes"
"1110","Sericulus chrysocephalus rothschildi","Sericulus chrysocephalus","rothschildi","Sericulus","chrysocephalus","Ptilonorhynchidae","Passeriformes"
"1111","Anthoscopus caroli roccatii","Anthoscopus caroli","roccatii","Anthoscopus","caroli","Remizidae","Passeriformes"
"1112","Anthoscopus minutus damarensis","Anthoscopus minutus","damarensis","Anthoscopus","minutus","Remizidae","Passeriformes"
"1113","Anthoscopus minutus minutus","Anthoscopus minutus","minutus","Anthoscopus","minutus","Remizidae","Passeriformes"
"1114","Psilopogon pyrolophus NA","Psilopogon pyrolophus",NA,"Psilopogon","pyrolophus","Capitonidae","Piciformes"
"1115","Auriparus flaviceps ssp","Auriparus flaviceps","ssp","Auriparus","flaviceps","Remizidae","Passeriformes"
"1116","Auriparus flaviceps acaciarum","Auriparus flaviceps","acaciarum","Auriparus","flaviceps","Remizidae","Passeriformes"
"1117","Auriparus flaviceps flaviceps","Auriparus flaviceps","flaviceps","Auriparus","flaviceps","Remizidae","Passeriformes"
"1118","Auriparus flaviceps ornatus","Auriparus flaviceps","ornatus","Auriparus","flaviceps","Remizidae","Passeriformes"
"1119","Scytalopus latebricola meridanus","Scytalopus latebricola","meridanus","Scytalopus","latebricola","Rhinocryptidae","Passeriformes"
"1120","Scytalopus magellanicus magellanicus","Scytalopus magellanicus","magellanicus","Scytalopus","magellanicus","Rhinocryptidae","Passeriformes"
"1121","Scytalopus unicolor latrans","Scytalopus unicolor","latrans","Scytalopus","unicolor","Rhinocryptidae","Passeriformes"
"1122","Scelorchilus rubecula rubecula","Scelorchilus rubecula","rubecula","Scelorchilus","rubecula","Rhinocryptidae","Passeriformes"
"1123","Melanopareia torquata rufescens","Melanopareia torquata","rufescens","Melanopareia","torquata","Rhinocryptidae","Passeriformes"
"1124","Tichodroma muraria muraria","Tichodroma muraria","muraria","Tichodroma","muraria","Sittidae","Passeriformes"
"1125","Sitta carolinensis nelsoni","Sitta carolinensis","nelsoni","Sitta","carolinensis","Sittidae","Passeriformes"
"1126","Sitta carolinensis ssp","Sitta carolinensis","ssp","Sitta","carolinensis","Sittidae","Passeriformes"
"1127","Sitta carolinensis aculeata","Sitta carolinensis","aculeata","Sitta","carolinensis","Sittidae","Passeriformes"
"1128","Sitta carolinensis carolinensis","Sitta carolinensis","carolinensis","Sitta","carolinensis","Sittidae","Passeriformes"
"1129","Sitta carolinensis tenuissima","Sitta carolinensis","tenuissima","Sitta","carolinensis","Sittidae","Passeriformes"
"1130","Sitta carolinensis lagunae","Sitta carolinensis","lagunae","Sitta","carolinensis","Sittidae","Passeriformes"
"1131","Sitta pygmaea leuconucha","Sitta pygmaea","leuconucha","Sitta","pygmaea","Sittidae","Passeriformes"
"1132","Hypargos niveoguttatus NA","Hypargos niveoguttatus",NA,"Hypargos","niveoguttatus","Estrildidae","Passeriformes"
"1133","Sitta pygmaea melanotis","Sitta pygmaea","melanotis","Sitta","pygmaea","Sittidae","Passeriformes"
"1134","Sitta pusilla pusilla","Sitta pusilla","pusilla","Sitta","pusilla","Sittidae","Passeriformes"
"1135","Sitta europaea caesia","Sitta europaea","caesia","Sitta","europaea","Sittidae","Passeriformes"
"1136","Sitta europaea europaea","Sitta europaea","europaea","Sitta","europaea","Sittidae","Passeriformes"
"1137","Sitta frontalis frontalis","Sitta frontalis","frontalis","Sitta","frontalis","Sittidae","Passeriformes"
"1138","Sitta nagaensis grisiventris","Sitta nagaensis","grisiventris","Sitta","nagaensis","Sittidae","Passeriformes"
"1139","Neositta chrysoptera leucocephala","Neositta chrysoptera","leucocephala","Neositta","chrysoptera","Sittidae","Passeriformes"
"1140","Onychognathus fulgidus hartlaubi","Onychognathus fulgidus","hartlaubi","Onychognathus","fulgidus","Sturnidae","Passeriformes"
"1141","Onychognathus fulgidus hartlaubii","Onychognathus fulgidus","hartlaubii","Onychognathus","fulgidus","Sturnidae","Passeriformes"
"1142","Onychognathus morio rueppellii","Onychognathus morio","rueppellii","Onychognathus","morio","Sturnidae","Passeriformes"
"1143","Onychognathus nabouroup benguellensis","Onychognathus nabouroup","benguellensis","Onychognathus","nabouroup","Sturnidae","Passeriformes"
"1144","Onychognathus tenuirostris theresae","Onychognathus tenuirostris","theresae","Onychognathus","tenuirostris","Sturnidae","Passeriformes"
"1145","Onychognathus walleri elgonensis","Onychognathus walleri","elgonensis","Onychognathus","walleri","Sturnidae","Passeriformes"
"1146","Onychognathus walleri walleri","Onychognathus walleri","walleri","Onychognathus","walleri","Sturnidae","Passeriformes"
"1147","Poeoptera kenricki bensoni","Poeoptera kenricki","bensoni","Poeoptera","kenricki","Sturnidae","Passeriformes"
"1148","Poeoptera kenricki kenricki","Poeoptera kenricki","kenricki","Poeoptera","kenricki","Sturnidae","Passeriformes"
"1149","Poeoptera lugubris webbi","Poeoptera lugubris","webbi","Poeoptera","lugubris","Sturnidae","Passeriformes"
"1150","Sarcops calvus calvus","Sarcops calvus","calvus","Sarcops","calvus","Sturnidae","Passeriformes"
"1151","Sarcops calvus melanotus","Sarcops calvus","melanotus","Sarcops","calvus","Sturnidae","Passeriformes"
"1152","Sarcops calvus ssp","Sarcops calvus","ssp","Sarcops","calvus","Sturnidae","Passeriformes"
"1153","Scissirostrum dubium dubium","Scissirostrum dubium","dubium","Scissirostrum","dubium","Sturnidae","Passeriformes"
"1154","Spreo hildebrandti ssp","Spreo hildebrandti","ssp","Spreo","hildebrandti","Sturnidae","Passeriformes"
"1155","Spreo pulcher pulcher","Spreo pulcher","pulcher","Spreo","pulcher","Sturnidae","Passeriformes"
"1156","Sturnus burmannicus burmannicus","Sturnus burmannicus","burmannicus","Sturnus","burmannicus","Sturnidae","Passeriformes"
"1157","Sturnus burmannicus leucocephalus","Sturnus burmannicus","leucocephalus","Sturnus","burmannicus","Sturnidae","Passeriformes"
